date,maxtp(Maximum Air Temperature - degrees C),mintp(Minimum Air Temperature - degrees C),gmin(Grass Minimum Temperature - degrees C),rain(Precipitation Amount - mm),cbl (Mean CBL Pressure-hpa),wdsp(Mean Wind Speed - knot),pe(Potential Evapotranspiration - mm),evap(Evaporation -mm)
21-Dec-42,13.6,8.2,5.8,0,993.8,23.7,1.6,2.1
22-Dec-42,12.7,4.3,4.3,0,1004.5,18.2,0.6,0.5
23-Dec-42,11.2,5.6,0.5,0,1014.8,23.8,1,1.4
24-Dec-42,11.2,5.2,8,1.3,1011.9,13.1,0.5,0.6
25-Dec-42,8.3,0.1,0.6,0,1015.2,6,0,0
26-Dec-42,11.3,4.6,3.3,0,1014.3,9.7,0.4,0.5
27-Dec-42,10.3,7.2,5.9,0.9,1014.7,7.2,0.3,0.3
28-Dec-42,9.1,2.6,3.7,0.7,1008.5,15,0.6,0.8
29-Dec-42,3.2,-1.7,-1.7,0,1011.7,15.6,0.5,0.6
30-Dec-42,9.1,-0.4,-4.6,6.2,1009.4,15.3,0.8,1.1
31-Dec-42,8.3,5.6,0.2,2.8,1001,14.6,0.7,0.9
1-Jan-43,10.4,2,4.8,2.1,988.8,21.9,0.7,0.9
2-Jan-43,5.4,0.6,-1,0.3,1001.5,16.9,0.5,0.7
3-Jan-43,2.9,-1.6,-6.1,0,1008.3,8.5,0.3,0.5
4-Jan-43,4.1,-0.6,-2.9,7.4,1003.8,14.1,0.7,0.9
5-Jan-43,6.8,2.4,1.2,7.7,996.3,6.2,0.3,0.3
6-Jan-43,10.4,3.6,-0.6,9.7,994.2,8.1,0.1,0.1
7-Jan-43,6.7,3.5,3.8,0.4,1000.8,10.6,0.5,0.7
8-Jan-43,7.2,2.8,2.2,1,1004.3,15.3,0.7,0.9
9-Jan-43,9.3,5,4,2.2,996.4,21.2,0.6,0.9
10-Jan-43,8.7,1.9,-0.6,1.4,985.3,16,0.3,0.3
11-Jan-43,8.8,6.1,6.7,8.7,968.6,25.2,1,1.4
12-Jan-43,8.9,5.7,5,12.8,968.8,20,0.4,0.6
13-Jan-43,7.3,0.7,1.2,0,979.9,12.4,0.5,0.5
14-Jan-43,5.7,-1.4,-4.5,0,984.6,15.4,0.5,0.5
15-Jan-43,7.2,0.6,-1.3,0,995.1,14.1,0.5,0.6
16-Jan-43,9.2,4.4,-1.6,2.8,992.4,10.4,0.5,0.7
17-Jan-43,8.1,2.1,2.8,2.3,990.8,13.7,0.2,0.2
18-Jan-43,8.4,-0.7,-7.2,0.3,996.5,7.3,0.3,0.4
19-Jan-43,9.2,7.9,6.8,3.2,991,17.1,0.5,0.7
20-Jan-43,12.2,6.9,7.8,11.7,983.7,16,0.6,0.7
21-Jan-43,11,5.7,5.2,3.3,986.1,10.3,0.5,0.6
22-Jan-43,9.1,5.2,2.8,0.7,995.8,3.7,0.3,0.4
23-Jan-43,7.9,2.2,1.5,0,1006.2,9.5,0.4,0.5
24-Jan-43,11,2.8,-2.9,0,1007.1,17.4,0.9,1.3
25-Jan-43,10.1,6.7,6.6,6.9,1000.3,15.7,0.8,1
26-Jan-43,9.6,7.1,4.4,0,1007.8,21.2,1.1,1.5
27-Jan-43,11.7,5.2,1.6,0.7,1006.2,16.8,0.7,0.9
28-Jan-43,11.8,7.8,7.1,3.2,990.6,17.2,1,1.3
29-Jan-43,8.9,4.4,2.9,0.9,979.6,23.1,1.1,1.5
30-Jan-43,8.3,1.8,3.2,0.5,969.3,21.8,0.9,1.3
31-Jan-43,5.9,1.2,0.4,17,964.1,17.5,0.5,0.7
1-Feb-43,9.9,4,1.1,0,974.6,14.8,1,1.2
2-Feb-43,8.2,1.8,2.4,0,988.5,13,0.6,0.8
3-Feb-43,7.3,1.2,-1.8,0.2,1001,18,0.7,1.1
4-Feb-43,8.1,0.9,-0.7,0,1010.2,16.5,0.8,1
5-Feb-43,11.8,6.1,3.9,7,1000.7,26.5,0.9,1.4
6-Feb-43,8.9,1.2,2.3,0.7,997.7,22,0.3,0.6
7-Feb-43,5.7,0.1,-0.9,0,1011.2,7.4,0.7,0.9
8-Feb-43,8.5,0,-4.3,1.6,998.6,21.6,1.2,1.8
9-Feb-43,8.4,2.1,0.6,1.3,988.3,18.1,0.8,1.2
10-Feb-43,11.2,4.3,2.3,1.6,997.5,18.5,0.9,1.2
11-Feb-43,11.2,8.4,7.5,0.1,1004.3,24.7,0.7,1.1
12-Feb-43,10.9,4.6,9,1.8,1005.8,30.7,0.8,1.4
13-Feb-43,9.6,2.4,0.7,0,1015,24.5,0.9,1.5
14-Feb-43,11.6,7.7,5.7,2.2,1006.3,28.5,0.7,1.3
15-Feb-43,9.4,1.8,2.2,1.8,1005.8,28,0.6,1.2
16-Feb-43,7.9,3.6,1.7,0,1021.1,16.8,1.1,1.6
17-Feb-43,10.1,6.1,4.9,0,1026.9,12.3,0.5,0.8
18-Feb-43,11.4,2.9,4.3,0,1028.7,8.6,0.7,1
19-Feb-43,10.2,3.2,-1.1,0,1026.9,11.3,0.8,1.1
20-Feb-43,7.9,6.6,5.9,0.3,1025.7,7.9,0.6,0.9
21-Feb-43,7.2,5.6,5.5,0,1022.4,12.4,0.8,1.1
22-Feb-43,11.5,3.7,0.7,0,1018.4,7.4,1,1.3
23-Feb-43,12.2,4.8,-1.5,0,1015.2,11.8,1,1.3
24-Feb-43,11.8,6.1,3.1,0,1012.8,13.5,0.9,1.3
25-Feb-43,9.8,1.7,4.1,3.4,1013,15.3,0.7,1.2
26-Feb-43,9.9,0.3,-1.3,0,1024.6,12.3,1,1.4
27-Feb-43,9.8,6.1,5.6,0,1028.6,9.8,1.1,1.4
28-Feb-43,11.3,6.8,6.1,0,1029.7,11.3,1,1.4
1-Mar-43,10.7,7.8,5.8,0,1031.3,13.3,0.8,1.1
2-Mar-43,9.6,7,6.7,0,1026.3,7.4,0.7,1
3-Mar-43,8.2,5.3,6.8,4.6,1019.8,12.7,0.7,1.1
4-Mar-43,6.7,2.4,3.9,0,1016,5.8,0.8,1
5-Mar-43,10.7,2.1,-2.9,0,1022.6,8.3,1,1.5
6-Mar-43,11.2,0.7,-0.9,0,1025.1,5.5,1,1.5
7-Mar-43,9.4,0.1,-1.2,0,1017.6,3.3,0.6,0.8
8-Mar-43,9.3,1.1,-1.5,0.9,1008.2,15.5,1.3,2.1
9-Mar-43,10,-0.1,-1.5,0,1013.3,13.3,1,1.6
10-Mar-43,11.5,8.3,6.6,0.2,1006.7,22.2,1.4,2.2
11-Mar-43,8.7,-0.7,1.7,0.1,1007.9,12.6,0.9,1.6
12-Mar-43,8.7,-2.5,-4.2,0,1014.2,6.5,1.3,1.9
13-Mar-43,8.9,-1,-4.4,0,1013.8,7.8,1.5,2.1
14-Mar-43,10.7,-1.3,-3.5,0,1009.5,6.6,1.6,2.2
15-Mar-43,12.1,1.1,-5.2,0,1003,12.7,1.2,1.8
16-Mar-43,13.2,2,-0.8,0,1004.2,8.8,1,1.5
17-Mar-43,11.7,6.4,2.2,0.3,1008.3,5.7,0.7,1
18-Mar-43,10.1,4.1,-0.7,0.1,1010.4,6.2,0.9,1.4
19-Mar-43,8.7,2.7,1.8,0,1008.4,12,1.2,1.9
20-Mar-43,9.2,2.8,-2.5,0,1007.2,10.7,1.3,2
21-Mar-43,9.8,4.6,2.1,2.7,1007.7,12.8,1.2,1.8
22-Mar-43,11,6,5.7,1,1007.2,12.5,1.5,2.4
23-Mar-43,10.1,5,3.4,0,1001,12.8,1.2,2.1
24-Mar-43,9.3,6.2,4.6,4.8,995.8,13,0.9,1.4
25-Mar-43,9.3,6.2,5.8,0,997.3,13.5,0.9,1.5
26-Mar-43,12.6,4.4,3.4,0.7,1000.3,9.2,1.5,2.2
27-Mar-43,12.4,3.6,3.6,1.5,1003.8,14,1.6,2.6
28-Mar-43,11.7,1.9,0.5,0.6,1009.5,13.2,1.7,2.6
29-Mar-43,11.9,6.6,5.6,1.5,1001.2,23.3,1.1,2
30-Mar-43,13.1,7.1,6.1,1.1,995.7,32.2,1.6,3
31-Mar-43,13.4,4.9,3.9,0.2,1001.2,26.1,1.2,2.1
1-Apr-43,13.1,10.6,10.2,0.2,1011.1,29.7,1.4,2.5
2-Apr-43,16.4,8,9.8,0,1021.5,17.2,2.3,3.5
3-Apr-43,13.4,6.7,5.7,0,1021.8,7.6,1.9,2.6
4-Apr-43,15.9,5,2.1,0,1015.3,9.4,2.3,3.4
5-Apr-43,12.3,3.4,3.9,0.2,1004.6,23.3,1.4,2.5
6-Apr-43,10.3,2.6,1.6,0,1011.2,21,1.7,3.1
7-Apr-43,12.6,4.6,6.1,0,1013.3,25.1,2,3.7
8-Apr-43,12.7,1.7,0.5,0.2,1018.1,12.6,1.3,2.1
9-Apr-43,12.6,7.1,6.1,0,1014.8,13.7,1.7,2.5
10-Apr-43,12.5,7.2,6.7,0,1012.6,12.5,1.6,2.4
11-Apr-43,16.3,8.1,6.7,0,1011.5,14,2.1,3.1
12-Apr-43,16.9,10.6,6.4,0.1,1008,14.1,1.8,2.6
13-Apr-43,15.4,9.6,8.4,0.5,1009.6,13.3,1.5,2.3
14-Apr-43,16.2,10,9.8,0,1009,16.1,1.9,2.7
15-Apr-43,16.2,9.1,7.9,0,1009.5,9.4,1.7,2.5
16-Apr-43,13.2,6.4,3.2,0,1015.4,5.2,2,2.8
17-Apr-43,15.9,4.9,1.7,0,1013.7,13.7,2.3,3.6
18-Apr-43,14.4,6.3,10.1,1.7,1004,15.3,1.2,2
19-Apr-43,11.6,2.6,0.9,0.3,1003.8,12.2,2.1,3.5
20-Apr-43,12.6,1.6,-0.9,0,1008,12.8,1.8,2.8
21-Apr-43,13.3,3.2,-4.1,0,999.8,7,2.3,3.4
22-Apr-43,17,7.2,6.8,1,991,10.5,2.7,3.7
23-Apr-43,12.1,3.8,7.6,12.7,990.8,12.4,1.1,1.8
24-Apr-43,13.4,2,1,2.6,997.3,19.7,1.8,3.4
25-Apr-43,13.5,5.4,4.1,6.8,993.2,31.1,3.3,6.2
26-Apr-43,12.4,6.5,5.7,3.3,1002.3,26.4,2.9,5.5
27-Apr-43,13.6,6.3,5.2,2.3,1012.1,17.7,2.1,3.8
28-Apr-43,12.3,4.4,3.7,0,1010.1,8.4,1.5,2.4
29-Apr-43,14.2,2.7,-0.4,1.8,1005.8,7.5,1.3,1.9
30-Apr-43,12.8,4.7,3.3,0.2,1009,15.1,2.6,4.5
1-May-43,13.8,3.2,1.7,0,1014.8,10.8,2.9,4.6
2-May-43,13.4,2.9,-0.7,0,1016.1,6.6,2,3
3-May-43,13.2,4.6,2.8,0,1021.3,13.2,3,4.9
4-May-43,13.7,2.7,1.2,0,1019.5,5.3,2.6,3.7
5-May-43,10.8,4.3,0.4,4.6,1008.8,8.8,1.4,2.1
6-May-43,12.7,1.9,1.1,0.2,1000.9,13.1,2.9,4.7
7-May-43,9.4,1.9,0.7,7.8,981.7,13.7,1.4,2.6
8-May-43,7.5,3.7,4.3,14.5,970.7,18.8,0.9,1.9
9-May-43,8.2,2.2,1.3,6,986,19.6,1.8,3.3
10-May-43,7,0,-0.1,16.6,983.7,10.7,1.5,2.4
11-May-43,9.9,0.4,-1.2,0.7,996.2,12.3,1.5,2.7
12-May-43,14.9,9.4,6.6,5,1002.9,19.4,2.4,3.9
13-May-43,16.4,8.9,8.4,10.8,1006.7,19,1.8,3
14-May-43,15.6,6.7,9,0.7,1017.8,13.9,3.2,5.3
15-May-43,13.9,2.3,-0.2,0,1028.8,7,3,4.5
16-May-43,16.1,4.3,-0.7,0,1029.9,7.5,3.5,5.2
17-May-43,17.1,6.4,0.1,0,1025.6,4.9,3.8,5.3
18-May-43,17.7,6.9,0.2,0,1017.2,7.1,3.5,5.2
19-May-43,18.3,9.7,3.3,0,1009.9,10,3.3,5
20-May-43,17.2,10.4,7,0.1,1010.8,7,2.6,3.6
21-May-43,17.4,7.8,9.1,0.1,1009.5,4.1,2.1,2.8
22-May-43,12.2,6.7,1.6,13.2,1002,8.6,1.1,1.8
23-May-43,16,8.1,6.4,1.9,1001.6,14.7,3.1,5.1
24-May-43,15.3,4.7,-0.6,3.5,999.2,5.3,2.6,3.8
25-May-43,16.6,7.4,5.9,0,1003.9,8.8,2.8,4.2
26-May-43,19.1,8.8,5.6,0.2,1009,14.5,2.6,4.1
27-May-43,18.3,8.2,6.8,0,1015.1,11.7,3.9,5.9
28-May-43,16.7,6.3,4.3,0,1017.5,9,3,4.6
29-May-43,15.9,8.2,3.1,0.4,1008.4,12.1,2.7,4.4
30-May-43,18.9,9.6,9.7,0.2,1003,10.2,3.6,5.4
31-May-43,12.3,8.6,2.3,1.6,997.7,15.7,1.5,2.5
1-Jun-43,14.6,7,2.3,16.2,989,12.4,2.3,3.7
2-Jun-43,14.7,8.2,6.8,2.8,991.1,18.9,2.1,3.6
3-Jun-43,14.2,5.2,7.8,0,1002.4,14.4,2.1,3.5
4-Jun-43,18,5.7,1.7,11.4,1004.5,10.3,2,3
5-Jun-43,16.9,10,9.6,2.9,1004.5,14.8,3,4.7
6-Jun-43,17.9,10,9.2,0,1009.4,10,2.8,4.1
7-Jun-43,17.8,9.3,3.3,7.9,1008.2,12.8,2,3
8-Jun-43,17.8,11.2,11.1,0.3,1006.3,11.2,3,4.6
9-Jun-43,21.2,11,9.7,0.1,1005.8,5.8,3.1,4.4
10-Jun-43,18.5,11.5,9.6,0.7,1006.3,5.4,2,2.7
11-Jun-43,16.7,8.3,8.6,2.9,1005.8,10.3,2.1,3.1
12-Jun-43,16.4,7.2,5.1,0.7,1007.9,17.4,3.5,6.1
13-Jun-43,15.9,7.8,6.3,1.8,1007.5,17.5,3.5,6.2
14-Jun-43,15.3,7.7,6.8,1.5,1003,16.2,2.7,4.3
15-Jun-43,14.4,7.9,6.4,8.6,999.6,12.5,2.6,4.2
16-Jun-43,15.2,6.8,5.8,0,1003.5,10.9,2.2,3.3
17-Jun-43,16.7,8.1,6.8,1,1007.8,5.7,2.6,3.7
18-Jun-43,17.4,11.7,11.3,15.2,1002.8,16,1.5,2.5
19-Jun-43,20.1,12.3,13.1,1.3,997.7,20.5,3.1,4.8
20-Jun-43,16.4,8.2,9.9,5.2,995.4,23,3,5.5
21-Jun-43,15.9,6.9,5.6,0,1004.8,15.8,3.6,5.8
22-Jun-43,19.2,10.7,9.3,0,1009.3,17.1,3.3,4.7
23-Jun-43,16.7,9.2,8.6,0,1015.7,15.8,3,4.9
24-Jun-43,20.8,7.3,3.1,0.1,1017,11.6,3.1,4.7
25-Jun-43,17.9,9.4,10.7,0,1017.4,11.9,3,4.6
26-Jun-43,16.9,7.1,5.7,0,1021.8,4.5,3.8,5.4
27-Jun-43,18.4,8.2,1.8,0,1022.3,3.3,4.2,5.6
28-Jun-43,21.6,9.1,1.9,0,1022,3.3,4.6,6.1
29-Jun-43,23.8,12.1,5.6,0,1021.2,4.4,4.9,6.6
30-Jun-43,18.6,11.1,7.4,0,1018,7.8,4,5.9
1-Jul-43,17.4,9.6,3.8,0,1015.8,9,3,4.7
2-Jul-43,20.6,7,2.2,0,1015.6,3.5,4.1,5.5
3-Jul-43,21.3,11.5,7.2,0,1013.8,9,2.9,3.9
4-Jul-43,20.6,10,11.6,0,1010.8,12.4,3.4,4.9
5-Jul-43,16.8,8.3,7.1,2.9,1004.5,9.7,2.3,3.3
6-Jul-43,16.9,8.9,8.9,3.3,997.2,15,3,4.6
7-Jul-43,16.1,6.1,4.9,11.6,1000.8,10.7,2.6,4
8-Jul-43,16.9,8.9,7.9,0.8,1003.4,11.6,2.8,4.2
9-Jul-43,16.7,9.7,10.2,1.2,1003.1,13.5,2.7,4
10-Jul-43,19.1,9.1,7.3,12.1,1000,11.7,1.9,2.8
11-Jul-43,19.6,13.2,12.8,0.9,993.7,18,3.2,5.1
12-Jul-43,16.5,10.7,8.4,1.6,993.4,24.4,3.3,6.2
13-Jul-43,18.9,10.7,9.1,0,1001.5,21.9,3.7,5.9
14-Jul-43,19.6,10.4,9.6,2.4,1002.9,14.8,2.2,3.2
15-Jul-43,18.3,9.6,11.5,3.9,1002.2,11.9,2.8,4.4
16-Jul-43,17.8,7.7,5.5,0,1009.6,7.4,3.7,5.5
17-Jul-43,21.2,9,4.2,0,1009,8,3.4,4.9
18-Jul-43,15.3,11.8,10.9,0.2,1004.8,10.4,1.8,2.6
19-Jul-43,15.7,10.1,10.6,0,1003.9,9.5,2.3,3.4
20-Jul-43,19.7,9.9,7.8,0,1006.2,8.6,3.5,5.1
21-Jul-43,18.9,10.8,9.3,0,1010.2,9.2,3,4.5
22-Jul-43,16.6,10.4,7.2,0,1013.4,6,2.1,3
23-Jul-43,21,8.6,4.4,0,1011.2,4.3,3.9,5.3
24-Jul-43,20.2,10.9,5.3,0,1007.9,4,3.8,5.1
25-Jul-43,21.7,11.1,6.1,0,1003.8,9.6,2.7,3.9
26-Jul-43,20.3,13.8,14.4,0.2,1000.8,14.5,2.6,3.6
27-Jul-43,20.1,11.7,8.3,0.3,1004.8,7.6,2.5,3.3
28-Jul-43,23.4,13.8,13.4,3.7,1009.8,8,3.3,4.5
29-Jul-43,19.6,11.6,9.5,0,1013.8,8.3,2.6,3.7
30-Jul-43,20.7,13.2,13.4,0,1008,11.3,3.4,5.1
31-Jul-43,24.5,14.7,13.7,0,999.2,13.3,4.2,6
1-Aug-43,18.2,13.7,11.7,6.4,990.8,13.2,1.7,2.7
2-Aug-43,16.6,10.1,12.2,2.7,997.4,10.9,1.6,2.4
3-Aug-43,16.8,9.2,7.8,0,1004.5,7.4,2.7,3.9
4-Aug-43,15.7,10.6,6.8,2.7,997.6,12.1,1.4,2.2
5-Aug-43,18,9.5,3.6,0.2,993.3,10.1,2.9,4.5
6-Aug-43,15.6,10.3,11.2,0,1003.3,11.2,1.5,2.2
7-Aug-43,17.7,9.7,7.9,3.4,1005.8,17.5,1.8,2.8
8-Aug-43,17.2,12.2,13.4,2,1001,16.9,1.4,2.3
9-Aug-43,18.9,11.3,10.3,0,1005.3,12.9,2.6,3.7
10-Aug-43,18.2,12.8,13.6,0.6,1003.3,12.9,1.9,2.7
11-Aug-43,17.2,6.9,7.9,0.2,1005.6,13.6,3,4.8
12-Aug-43,15.8,5.7,4.3,0,1004.8,16.2,1.8,3
13-Aug-43,18.8,12.4,11.8,0.2,998,20.5,2.9,4.3
14-Aug-43,18.6,7.8,8.3,0,1002.3,14.4,3,4.5
15-Aug-43,16.3,6.4,5.1,2.4,1008.9,11.5,2,3
16-Aug-43,20.9,11.4,10.6,0.1,1009.8,14.4,2.2,3.3
17-Aug-43,20.7,12.9,12.7,0,1005.9,12,2.6,3.9
18-Aug-43,19.3,14,13.5,0,1000.7,11.8,1.9,2.6
19-Aug-43,19.1,13.4,10.5,6.7,998.2,10.2,1.9,2.5
20-Aug-43,20.2,14.1,13.9,2.5,990.3,18,2.8,4.5
21-Aug-43,20.9,11.6,8.4,0,990,11.1,3.1,4.3
22-Aug-43,18.3,11.5,9.8,0.2,994.2,17.5,3,4.6
23-Aug-43,17.7,10,9.6,0.1,1002.7,14.7,3.1,4.7
24-Aug-43,17.9,8.3,2.9,1.2,1002.3,12.8,2.5,3.9
25-Aug-43,17.6,9.9,9,4.2,998.5,15,3,4.7
26-Aug-43,16.1,8.3,6.4,1.4,996.9,19.7,2.5,4.1
27-Aug-43,16.5,8.8,7.9,0.4,1000.9,11.8,1.8,2.5
28-Aug-43,19.3,11.7,10.6,6.7,999.2,16.4,1.7,2.6
29-Aug-43,21.6,12.6,12.7,5.3,999.9,18.5,2.1,3
30-Aug-43,18.1,11.1,11.4,0.7,1002,20,2.5,3.9
31-Aug-43,19.6,10.4,8.8,0.2,1005.2,7,1.6,2.2
1-Sep-43,19.7,10.2,11.2,6.3,1000.8,9.5,2.2,3.1
2-Sep-43,16.7,7.9,8.3,0,1005,14.5,2.9,4.4
3-Sep-43,16.9,6.4,2.9,0,1010.7,6.7,1.9,2.6
4-Sep-43,15.8,12.1,7.7,15,1002.8,20.1,1.3,2.1
5-Sep-43,17.6,11.2,10.1,2.5,995.2,19.5,2.5,4
6-Sep-43,15.8,9.8,9.4,1.2,999.6,21.7,2.1,3.3
7-Sep-43,16.8,9.7,7.9,4.6,1003.8,11.3,1.7,2.5
8-Sep-43,15.9,6.2,5.1,0,1007.3,8.2,1.7,2.5
9-Sep-43,18.5,10.1,3.1,0,1005.7,12.5,2.4,3.4
10-Sep-43,16.5,12.5,12.1,5.7,1001.6,15.6,1.1,1.7
11-Sep-43,15.1,13.3,10.7,10.6,1002.7,2.2,1,1.2
12-Sep-43,18.1,12,9.7,5.7,999.5,7.8,1.4,2.1
13-Sep-43,20,14.2,13.9,3.1,993.9,8.2,1.6,2.1
14-Sep-43,17.1,7.2,12.7,0,996.2,12.1,1.5,2.2
15-Sep-43,16.8,6.6,4.9,0.4,1001.2,19.6,1.6,2.6
16-Sep-43,14.1,9.8,8.4,14.2,1005.1,9.7,1.2,1.7
17-Sep-43,15,7,6.2,2.1,1007,12.2,1.6,2.5
18-Sep-43,12.7,9.1,8.9,0,1010,10.7,1.1,1.5
19-Sep-43,17.1,10,8.7,0.2,1006.7,15,1.4,2.3
20-Sep-43,14.6,7.8,7.3,0.3,1005.4,19,1.6,2.7
21-Sep-43,13.4,4.9,5.6,2,1007.8,11.7,1.7,2.6
22-Sep-43,13.8,3.3,2.1,0,1013.2,12.3,1.8,2.7
23-Sep-43,18.2,10,9.9,0,1010.7,18.2,2.4,3.5
24-Sep-43,13.7,6.7,8.5,0.1,1007,12.2,1.2,1.7
25-Sep-43,12.9,3.4,2.3,0.8,1006.2,12.7,1.5,2.2
26-Sep-43,11.6,2.7,3.6,0,1008.9,12,1.7,2.4
27-Sep-43,12.9,0.7,-0.4,1.2,1005.7,18.3,0.7,1.2
28-Sep-43,14.1,10.2,8.4,0.1,1004.2,19.6,1.7,2.6
29-Sep-43,16.3,10.9,7.8,0.1,1008.5,16.2,1.3,1.8
30-Sep-43,16.9,12.1,12.8,0.5,1005.8,15.5,1.1,1.6
1-Oct-43,16.9,9.3,9.8,0,999.7,19.3,1.7,2.3
2-Oct-43,13.4,5,3.3,0,1007.8,15.3,1.9,2.8
3-Oct-43,14.4,6.1,4.3,0,1009.2,23.8,1.7,2.7
4-Oct-43,15.2,11.1,10.9,0.8,1002.6,20.2,1.2,1.8
5-Oct-43,17.9,11.6,11.2,0.3,993.9,28,1.7,2.6
6-Oct-43,14.4,5.3,9.6,8,994.4,13.8,0.9,1.4
7-Oct-43,12.3,2.1,0.8,0,1007.4,7,1.1,1.6
8-Oct-43,12.7,4.2,-1.6,0.1,1008.5,12.8,1,1.4
9-Oct-43,16.6,9.8,8.5,1.7,1009.3,8.6,1.1,1.5
10-Oct-43,14.3,10.1,10.6,5.1,1008.5,12.7,0.7,1
11-Oct-43,14.3,5,3.9,0,1012.8,9.5,1.3,1.8
12-Oct-43,16.1,5.5,-1.1,0.4,1006.3,17.2,1.5,2
13-Oct-43,12.9,3.5,2.6,0,1010.2,9.2,1,1.5
14-Oct-43,14.6,4.4,-0.2,0,1009.8,8.9,1.3,1.8
15-Oct-43,13.2,8.3,5.1,0,1000.9,9.9,1.3,1.6
16-Oct-43,12.9,5.8,6.8,3.9,988.8,14.9,0.6,1
17-Oct-43,11.6,2,-1.7,0,984.7,4.9,0.9,1.2
18-Oct-43,12.7,2.7,-3.2,1,983.2,13.5,1,1.4
19-Oct-43,13.2,6.8,2.8,9.5,976.2,19,1.3,1.8
20-Oct-43,13.8,7.2,4.8,1.7,978.9,18.9,1.9,2.5
21-Oct-43,14.3,8.9,7.8,0,982,20.9,1.8,2.4
22-Oct-43,13.3,6.6,7.1,0,988.2,14.2,1.5,1.9
23-Oct-43,12.4,4.7,-1.6,1.5,994.2,4.7,0.7,0.9
24-Oct-43,13.3,6.1,4.4,0,1001.5,6.5,0.8,1.1
25-Oct-43,13.3,3.4,0.5,0,1002.9,9,0.9,1.2
26-Oct-43,14.4,8.4,3.6,0.2,1000.4,16.9,1,1.4
27-Oct-43,15.3,11.3,11.1,0,1003,17.2,1.1,1.5
28-Oct-43,14.6,11.8,9,0,1006.6,17.7,1.5,1.9
29-Oct-43,14.9,10,5.9,0,1009.2,18.8,1.2,1.6
30-Oct-43,12.7,11.1,9.3,4.4,1003.9,17.7,0.9,1.2
31-Oct-43,14,12.2,10.7,15.2,999.7,11.6,0.5,0.7
1-Nov-43,12.9,10.7,11.2,1.5,1003.3,5.8,0.4,0.5
2-Nov-43,13.8,11.3,10,6.8,1005.8,9,0.5,0.7
3-Nov-43,14.9,6.9,11.2,0.7,1012.8,7.3,0.2,0.4
4-Nov-43,14.9,8.4,2.4,0.2,1019.1,5.5,0.6,0.8
5-Nov-43,13.4,9.4,7.2,4.6,1014.5,13.7,0.6,0.8
6-Nov-43,9.5,3.5,4.1,0,1010.4,16.8,0.5,0.8
7-Nov-43,8.9,0.9,0.2,2,1009,9.9,0.7,0.9
8-Nov-43,11.7,6.1,3.9,1.9,1008.3,11.9,0.7,0.9
9-Nov-43,13.2,5.1,1.1,0,1015.7,13.4,1,1.2
10-Nov-43,14.8,5.2,8.3,1,1013.9,19.8,1.1,1.4
11-Nov-43,10.1,2.4,1.1,0.1,1014.7,16.7,0.4,0.6
12-Nov-43,10.7,8.8,8.5,3.6,1005,22.7,0.8,1.2
13-Nov-43,9,1.8,5.9,5.5,992.8,22.1,0.4,0.6
14-Nov-43,6,0,0.8,1,994.3,20.7,0.9,1.3
15-Nov-43,6.6,-1.1,-2.3,0,1005.2,15.8,0.7,1
16-Nov-43,3.8,0.1,-1.1,3.9,1010.5,10.5,0.5,0.7
17-Nov-43,6.2,-0.9,-1.7,0.2,1015,13.7,0.5,0.6
18-Nov-43,5.7,0.9,-0.7,0,1021.5,11.3,0.8,1
19-Nov-43,6.2,-0.6,-1.9,0,1026.4,10.2,0.2,0.3
20-Nov-43,11.3,6.1,5.4,0,1023.6,8.3,0.4,0.5
21-Nov-43,8.3,6.6,6.4,0,1016,11.2,0.4,0.5
22-Nov-43,8.8,0.7,4.4,0,1007.8,13.3,0.3,0.4
23-Nov-43,10,1.2,-0.8,0.4,989.8,21.9,0.6,0.9
24-Nov-43,7.1,2.3,3.8,0.6,979.8,23.2,0.9,1.2
25-Nov-43,6.8,-0.8,-1.1,0.3,994.2,12.3,0.4,0.4
26-Nov-43,5.2,-1.4,-2.9,2.8,999.7,7.8,0.2,0.3
27-Nov-43,11.6,4.1,-1.3,4.5,991.9,9.5,0.4,0.5
28-Nov-43,12.1,4,8.3,6.2,991.6,18.8,0.6,0.7
29-Nov-43,5.7,2.2,1.6,4.7,999.9,24.5,0.7,1
30-Nov-43,8.5,4.4,2.4,0.2,1009.5,18.5,0.4,0.5
1-Dec-43,10,5.6,2.3,2.7,1005.1,15.4,0.4,0.4
2-Dec-43,9.3,2.3,2,0.8,992.1,16.2,0.5,0.6
3-Dec-43,9.1,3.7,-2.8,0.4,1004.3,13.2,0.7,0.8
4-Dec-43,7.1,2.2,5.1,0,1015.7,7.7,0.8,0.9
5-Dec-43,6.7,0.5,-0.8,1.1,1015.3,3.2,0.2,0.3
6-Dec-43,8.3,3.4,5,0.6,1013,3.8,0.2,0.3
7-Dec-43,4.5,0.4,-1,0.4,1010.2,7.9,0.1,0.2
8-Dec-43,6.8,4,3.5,7.1,1006.2,9.8,0.2,0.3
9-Dec-43,8.2,6.4,5.3,1.9,1005.8,13.3,0.7,0.9
10-Dec-43,7.7,4.9,5.6,0,1012.8,11.8,0.6,0.7
11-Dec-43,6.5,1.4,-1.1,0,1019.3,9.4,0.6,0.6
12-Dec-43,5.4,0.6,-3.8,0,1024.4,5.2,0.5,0.6
13-Dec-43,5.7,-0.9,-7.4,0,1025.8,2.8,0,0
